amfi_code,Tracking_Error,scheme_name
120505,0.23312357538323944,ICICI Pru Midcap Fund - Regular - Growth
120843,0.20514776699717424,Kotak Flexicap Fund - Regular - Growth
100033,0.2297551098545287,HDFC Mid-Cap Opportunities Fund - Regular - Growth
119598,0.27803293056948225,SBI Small Cap Fund - Regular Plan - Growth
148567,0.19399579209820508,Mirae Asset Large Cap Fund - Regular - Growth
